"","Limit_Outdoor_Active","Limit_Exercise_Home","Limit_Exercise_Gym","Limit_People","Limit_Groups","Limit_Travel","Health_General","COVID_Worry","COVID_Too_Much_Time","COVID_Lot_Time","COVID_Afraid","COVID_Irritable","COVID_Guilty","COVID_Sad","COVID_Preoccupied","COVID_Stressed","Hrs_Screen","Hrs_Outdoor","Hrs_Exercise","Educ_Mom","Educ_Dad","Educ_Self","Income_Relative","Class_Self","Class_Mom","Class_Dad","Park_Use","Infected_Any","Female","BMI","Educ_College_Grad","ResponseId","Age","Source","GIS_ZIP","Ethnoracial_Group","COVID_F2_LostTime","COVID_F1_BadMoods","Type","Classification","Classification_High","Ethnoracial_Group_f","NHWhite_f","Ethnoracial_Group_White1_Asian2","Age_3Groups","Age_18to25","Source_NCSU","Class_Self_group","Class_Mom_group","Class_Dad_group","Income_Relative_group","Educ_Mom_group","Educ_Dad_group","Health_General_group","BMI_group","Hrs_Outdoor_group","Hrs_Screen_group","Hrs_Exercise_group"
"1990",5,2,5,4,5,5,2,2,2,3,30,29.58,9.3,18.59,39.72,29.44,4,2,2,3,4,3,3,1,3,3,1,0,0,16.787566064928,0,"R_6LmbjX3SQqlyKA1","18 to 24","NCState",28012,NA,-1.04446924551351,-1.04609884765222,"2","Low",0,NA,NA,NA,"18 to 24","1","1",1,2,2,2,1,1,1,1,3,1,3
"1991",4,3,5,4,4,4,3,5,3,5,61.06,61.1306441004557,20.44,64.7785069482503,59.07,69.38,10.8,2.3,0.4,6,2,3,2,1,2,1,3,1,1,25.240250480501,0,"R_2f6XqAr8CxkmQO8","18 to 24","NCState",27537,"NHBlack",0.131887270107869,0.198052552101874,"1","Med",0,"NHBlack","0","0","18 to 24","1","1",1,1,1,1,2,1,2,3,3,2,1
"1992",5,4,5,5,5,5,3,3,3,2,31.66,93.25,0,17.17,79.42,90.94,10,2,2,4,4,2,4,3,3,3,1,0,0,22.9573553024657,0,"R_2fm48ozJdTfrnob","18 to 24","NCState",27591,"Hisp",-0.841213254278652,0.173848993242703,"1","Med",0,"Hisp","0","0","18 to 24","1","1",2,2,2,3,1,1,2,2,3,2,3
"1993",1,1,5,4,5,3,2,2,1,1,9.3,6.06,0,13.94,8.59,10.28,11,4,0,3,5,3,3,3,2,4,4,0,0,23.4033530509669,0,"R_ZyFagAv6NGLyYDL","18 to 24","NCState",27606,"NHWhite",-1.61988548951875,-1.77951924181439,"2","Low",0,"NHWhite","1","1","18 to 24","1","1",2,1,3,2,1,2,1,2,3,2,1
"1994",4,2,5,3,5,5,5,1,1,1,13.94,20.99,4.37,13.52,10.7,17.89,6.1,1.8,0.5,5,5,6,4,3,3,3,3,0,1,23.9139117734018,0,"R_3JLA0OAFxgKAoW9","18 to 24","NCState",27713,"NHWhite",-1.82019891339079,-1.56876250894645,"2","Low",0,"NHWhite","1","1","18 to 24","1","1",2,2,2,3,2,2,2,2,2,1,1
"1995",4,3,5,3,5,4,2,5,4,5,38.11,62.1704749387791,39.83,66.9862965127412,60.17,78.8,5.2,2.3,1.4,5,5,3,4,3,4,4,3,1,1,20.5264523850847,0,"R_3IWQGyzZDuzTMFl","18 to 24","NCState",27410,"NHWhite",0.325654396351488,0.133117336680176,"3","High",1,"NHWhite","1","1","18 to 24","1","1",2,3,3,3,2,2,1,2,3,1,3
"1996",4,2,5,4,5,4,4,1,2,2,30,19.3,0,9.15,60.85,19.15,8,1.5,0.5,3,5,3,2,3,2,4,4,1,0,23.4840088370362,0,"R_rjSOnRYwH3nzphT","18 to 24","NCState",27408,NA,-1.43560722826637,-1.1084373509479,"2","Low",0,NA,NA,NA,"18 to 24","1","1",2,1,3,1,1,2,2,2,2,2,1
"1997",2,3,5,4,5,5,2,5,3,5,86.13,60.97,27.1,90.32,8.06,79.68,5,3,1.1,6,5,3,4,3,3,3,4,0,1,19.9357941248964,0,"R_23TAxaSsAlVz2ya","18 to 24","NCState",27517,"NHWhite",0.131887270107869,0.265070593764047,"3","High",1,"NHWhite","1","1","18 to 24","1","1",2,2,2,3,2,2,1,2,3,1,3
"1998",2,3,1,5,5,5,3,1,5,1,29.21,71.73,0,20.43,51.11,40.06,12,0,2,2,2,3,1,1,1,1,3,0,1,23.1724403878495,0,"R_6txwqu0ifJTctEt","18 to 24","NCState",27804,"NHAsian",-1.04513040841632,-0.572228670605595,"1","Med",0,"NHAsian","0","2","18 to 24","1","1",1,1,1,1,1,1,2,2,1,2,3
"1999",1,2,5,5,5,4,4,5,3,2,38.31,84.08,0,56.2,60.56,63.94,2,6.2,2,5,6,3,3,3,3,4,1,1,1,33.8945113151934,0,"R_1mCOLngI6f79gl8","18 to 24","NCState",28107,"NHWhite",-0.440586406534558,0.100387963012175,"1","Med",0,"NHWhite","1","1","18 to 24","1","1",2,2,3,2,2,5,2,4,3,1,3
"2000",5,2,5,4,4,4,4,6,5,5,61.55,70.85,60.7,69.58,70.85,70,11.4,0,0.9,7,7,6,2,1.8871281635791,2.10348917743527,2.08739032985643,1,0,1,23.019564700701,0,"R_6lmRV1mQVq6dUzv","25 to 32","NCState",27606,"NHAsian",0.719734946467154,0.399738199580088,"3","High",1,"NHAsian","0","2","25 to 32","0","1",1,1,1,1,2,5,2,2,1,2,2
"2001",1,1,5,5,5,5,2,5,4,6,69.01,19.58,0,71.3365351206865,53.8,78.03,10,0.7,1.5,5,5,5,3,3,3,4,1,0,1,18.8812477234329,1,"R_3KImLZ0l8mRkoLu","25 to 32","NCState",27606,"NHWhite",0.516478955232297,0.0357199362062435,"3","High",1,"NHWhite","1","1","25 to 32","0","1",2,2,3,2,2,2,1,2,1,2,3
"2002",5,1,5,5,5,5,2,7,7,7,86.62,82.96,80.42,79.44,81.83,80.14,8.1,0.1,0.1,5,5,5,5,4,3,4,1,1,0,34.0236096834502,1,"R_2BqSXv6VRGwWNqA","25 to 32","NCState",27701,"NHWhite",1.68923174058806,0.902726017080276,"3","High",1,"NHWhite","1","1","25 to 32","0","1",3,2,3,3,2,2,1,4,1,2,1
"2003",2,5,1,3,5,5,5,1,2,1,17.1,100,27.74,79.35,19.68,35.81,7.5,3,3,2,2,3,3,2,3,2,1,0,0,27.9961688732242,0,"R_51qzdD1WEVhLOlr","18 to 24","NCState",28409,NA,-1.62643178714717,-0.291402935710988,"1","Med",0,NA,NA,NA,"18 to 24","1","1",1,2,1,2,1,1,2,3,3,1,3
"2004",1,1,5,5,5,5,4,2,2,4,73.66,27.04,51.41,64.79,59.44,46.9,10.1,1.8,1,5,7,6,2,3,3,2,3,0,1,23.6182815821692,0,"R_1FzepEGCSYawoqR","25 to 32","NCState",27603,"NHAsian",-0.8536446866327,-0.119620824882753,"1","Med",0,"NHAsian","0","2","25 to 32","0","1",2,2,1,1,2,5,2,2,2,2,3
"2005",4,4,5,5,5,5,2,6,5,5,82.26,60,37.74,73.87,72.58,91.61,12,0.9,0.2,5,6,2,3,3,4,1,2,0,1,20.3367067891161,0,"R_2eXS0N5wlb4gzr5","18 to 24","NCState",27613,"NHWhite",0.719734946467154,0.683602195342927,"3","High",1,"NHWhite","1","1","18 to 24","1","1",2,3,1,2,2,5,1,2,1,2,1
"2006",5,4,5,5,5,5,2,7,2,7,100,78.59,0,100,100,93.66,7,0.3,0,3,5,3,3,3,2,4,1,1,1,15.9426078489345,0,"R_1IaxiVcFBrGqAkQ","18 to 24","NCState",28207,NA,0.720396109369962,1.36190486047312,"3","High",1,NA,NA,NA,"18 to 24","1","1",2,1,3,2,1,2,1,1,1,1,1
"2007",4,4,5,4,5,5,3,3,5,3,20.85,61.69,10,71.27,71.13,61.69,12,1.6,1,2,2,4,3,3,2,2,2,1,0,28.0577843239282,0,"R_01GLPtauCpBpUjf","18 to 24","NCState",28562,"NHWhite",-0.262854442910605,-0.0126783712881853,"1","Med",0,"NHWhite","1","1","18 to 24","1","1",2,1,1,2,1,1,2,3,2,2,3
"2008",4,4,5,5,5,5,4,3,4,3,4.31,32.55,15.69,38.04,36.86,38.04,10,3,0.6,5,5,3,3,3,3,3,3,0,1,18.3585378882758,0,"R_1FA1Dqb2saRY6dI","18 to 24","NCState",NA,"NHWhite",-0.456621569154224,-1.02542684339271,"2","Low",0,"NHWhite","1","1","18 to 24","1","1",2,2,2,2,2,2,2,2,3,2,2
"2009",4,3,5,4,5,5,2,5,5,7,63.52,72.39,6.9,25.63,65.21,78.45,11,1,0.5,5,5,6,3,3,3,3,1,0,0,23.6747726556678,0,"R_AgJzBtmRlH09sAN","25 to 32","NCState",27607,"NHAsian",0.901070640356725,0.120553667773153,"3","High",1,"NHAsian","0","2","25 to 32","0","1",2,2,2,2,2,2,1,2,2,2,1
"2010",2,1,5,3,5,5,5,5,5,4,14.9,53.3,0,22.06,50.72,36.96,8,1,1,6,3,3,3,3,3,3,3,1,0,23.1845902045091,0,"R_1I3OIMJWg3UOMeM","18 to 24","NCState",27207,NA,0.328596963714298,-0.822709308486683,"1","Med",0,NA,NA,NA,"18 to 24","1","1",2,2,2,2,2,1,2,2,2,2,3
"2011",2,1,5,3,5,5,2,4,2,5,28.08,87.39,26.93,52.5775535371535,73.64,39.83,5,2,1,1,3,3,3,3,3,4,4,1,1,25.1043333424621,0,"R_1ONeSVbwnEOtDuc","18 to 24","NCState",27587,"NHAsian",-0.262193280007797,-0.0627367637050874,"1","Med",0,"NHAsian","0","2","18 to 24","1","1",2,2,3,2,1,1,1,3,3,1,3
"2012",3,1,5,4,5,5,3,2,2,3,29.86,75.63,19.15,60.42,39.86,85.77,7,2,0.7,6,5,3,3,3,3,3,4,0,1,20.5977247891996,0,"R_3HjXJokBvdlolYa","18 to 24","NCState",27607,"NHWhite",-1.04446924551351,0.0196023680811136,"1","Med",0,"NHWhite","1","1","18 to 24","1","1",2,2,2,2,2,2,2,2,3,1,2
"2013",2,1,5,4,5,4,4,2,2,3,9.44,71.41,0,19.44,49.72,39.86,5.9,3.9,0.8,5,5,2,4,3,3,3,3,1,0,25.1046262854279,0,"R_2CmrBXPI1LNd4Yj","18 to 24","NCState",28083,"NHWhite",-1.04446924551351,-0.738997067589431,"1","Med",0,"NHWhite","1","1","18 to 24","1","1",2,2,2,3,2,2,2,3,3,1,2
"2014",4,1,5,4,5,4,2,3,2,5,19.01,92.54,69.86,26.2,65.35,80.42,5,3,0.8,5,6,3,4,4,4,4,4,1,1,22.7099589864138,0,"R_ahgrzd8zP73eH6N","18 to 24","NCState",27040,"NHWhite",-0.462506703879844,-0.042763893957963,"1","Med",0,"NHWhite","1","1","18 to 24","1","1",3,3,3,3,2,5,1,2,3,1,2
"2015",4,5,5,4,5,4,3,5,4,5,69.58,70.42,38.03,85.92,60.99,88.59,12,0.9,1.5,7,7,5,5,5,5,5,3,0,0,22.8731039489454,1,"R_1243qB3qoMMoqia","18 to 24","NCState",27603,"NHAsian",0.325654396351488,0.64392723638564,"3","High",1,"NHAsian","0","2","18 to 24","1","1",3,3,3,3,2,5,2,2,1,2,3
"2016",2,1,5,4,4,4,5,2,2,2,38.97,73.07,18.91,64.47,70.77,17.48,6,7,3,6,6,3,4,4,4,4,4,1,0,23.7523312884464,0,"R_26aP8zIAxupiwDw","18 to 24","NCState",28107,"NHWhite",-1.23529380439432,-0.187570790200559,"1","Med",0,"NHWhite","1","1","18 to 24","1","1",3,3,3,3,2,5,2,2,3,1,3
"2017",3,2,5,4,5,4,2,4,4,4,55.44,36.43,5.3,23.47,67.98,61.5,6,1,1,4,6,3,4,3,3,4,1,0,0,30.3445058006648,0,"R_1HeDpYZYpnSOynL","18 to 24","NCState",27606,"NHWhite",-0.0654835864013682,-0.318340686950629,"1","Med",0,"NHWhite","1","1","18 to 24","1","1",2,2,3,3,1,5,1,4,2,1,3
"2018",1,1,4,5,5,5,5,4,4,3,47.3748392364817,30.42,23.5485937710016,60.42,52.5057394110253,61.13,5,8,8,5,5,3,4,3,3,3,2,0,1,20.0474120707653,0,"R_2WVbhsegqcD5uEX","18 to 24","NCState",28443,"NHWhite",-0.256308145282177,-0.265171329136859,"1","Med",0,"NHWhite","1","1","18 to 24","1","1",2,2,2,3,2,2,2,2,3,1,3
"2019",4,4,4,4,5,4,3,4,4,5,63.94,55.63,30.14,66.34,60.42,60.7,12,0,1.5,5,4,3,2,2,2,2,1,0,1,19.691097049779,0,"R_2bVSBVD9TQnOwl9","18 to 24","NCState",27565,NA,0.125340972479441,0.135938822207981,"1","Med",0,NA,NA,NA,"18 to 24","1","1",1,1,1,1,2,1,2,2,1,2,3
"2020",5,5,5,5,5,5,2,6,6,6,96.76,97.46,19.44,97.46,96.06,97.04,12,0,0,4,4,5,2,2,2,2,3,0,0,31.465606327238,1,"R_3KH82Lbca1Fq4y5","18 to 24","NCState",27606,"NHAsian",1.10432663159158,1.44944131840197,"3","High",1,"NHAsian","0","2","18 to 24","1","1",1,1,1,1,1,1,1,4,1,2,1
"2021",5,4,5,5,5,5,2,5,5,5,91.69,61.89,62.46,74.5,37.82,78.22,12,0.3,0.7,6,6,3,4,3,3,3,1,1,1,37.1049932019513,0,"R_1o7mvhrVMX8rHd0","18 to 24","NCState",27606,"NHBlack",0.519421522595107,0.407786568643345,"3","High",1,"NHBlack","0","0","18 to 24","1","1",2,2,2,3,2,5,1,4,1,2,2
"2022",3,2,5,4,5,4,1,5,6,6,60.85,90.99,3.52,90.28,70.7,80.7,6.1,0.5,0,5,5,3,3,2,2,3,3,0,0,27.261859421678,0,"R_yIpNBgJ24LN15C1","18 to 24","NCState",27616,"NHAsian",0.904013207719535,0.771598491024802,"3","High",1,"NHAsian","0","2","18 to 24","1","1",1,1,2,2,2,2,1,3,1,1,1
"2023",5,2,5,4,4,5,2,7,4,7,100,78.59,6.8,72,89.24,100,4,0,1.1,6,6,4,2,1,2,2,1,0,0,24.1679970859942,0,"R_9vOUAKVOjPR1hmN","25 to 32","NCState",27713,"NHWhite",1.1079303618572,1.12119278752241,"3","High",1,"NHWhite","1","1","25 to 32","0","1",1,1,1,1,2,5,1,2,1,1,3
"2024",5,3,5,5,5,5,1,6,6,6,77.65,84.53,44.13,86.25,74.79,82.81,7,0.5,0.5,6,6,6,1,2,2,2,3,0,0,22.150882360996,0,"R_3jZ1RkHk0PYt5ZD","25 to 32","NCState",27607,"NHAsian",1.10432663159158,0.86589455110224,"3","High",1,"NHAsian","0","2","25 to 32","0","1",1,1,1,1,2,5,1,2,1,1,1
"2025",5,5,5,5,5,5,1,5,5,6,100,81.27,63.94,100,94.23,92.54,8,0,0,2,1,4,2,2,2,2,1,0,1,27.3415724609227,0,"R_1mVO0gRzQcnVOlJ","18 to 24","NCState",27330,"Hisp",0.710246081475916,1.32904649631971,"3","High",1,"Hisp","0","0","18 to 24","1","1",1,1,1,1,1,1,1,3,1,2,1
"2026",2,1,5,4,5,5,2,2,4,5,30.14,82.67,37.32,74.36,78.45,70.98,7,1.3,1,5,7,3,4,4,4,4,2,0,1,25.0878862484369,0,"R_23UXAhn6ZRxP4Fx","18 to 24","NCState",27614,"NHWhite",-0.275285875264654,0.353251017386546,"1","Med",0,"NHWhite","1","1","18 to 24","1","1",3,3,3,3,2,5,1,3,2,1,3
"2027",4,4,5,4,5,5,2,5,6,6,57.59,100,3.72,98.57,4.01,87.68,5.4,3.2,0,6,2,3,2,2,2,3,1,1,1,17.9354338300513,0,"R_3HIAnZELznZW21S","18 to 24","NCState",28906,"NHWhite",0.904013207719535,0.424536305366169,"3","High",1,"NHWhite","1","1","18 to 24","1","1",1,1,2,1,2,1,1,1,3,1,1
"2028",1,1,5,3,5,4,4,4,3,2,22.68,0,0,0.85,25.77,20.56,3,3,1,5,5,4,4,1,4,4,3,0,0,23.5323496146238,0,"R_1pW4I9dGSDwdwWg","18 to 24","UnivMontana",NA,"NHWhite",-0.640899830406605,-1.61425044299583,"2","Low",0,"NHWhite","1","1","18 to 24","1","0",1,3,3,3,2,2,2,2,3,1,3
"2029",4,5,5,5,5,5,2,5,7,7,49.35,47.1,4.84,68.39,77.1,87.74,12,1,0,3,2,4,1,1,1,1,4,0,0,34.3024848181428,0,"R_usPa9qvlj0raExP","25 to 32","UnivMontana",59801,"NHWhite",1.28860489284396,0.314167159463923,"3","High",1,"NHWhite","1","1","25 to 32","0","0",1,1,1,1,1,1,1,4,2,2,1
"2030",1,1,5,2,5,1,3,5,5,5,8.71,90,0,15.16,52.58,76.45,12,0,0,6,5,3,3,3,3,3,3,0,0,19.6653174942152,0,"R_31ZX0WLusZzT2rE","18 to 24","UnivMontana",59812,"NHWhite",0.519421522595107,-0.344639379524607,"1","Med",0,"NHWhite","1","1","18 to 24","1","0",2,2,2,2,2,2,2,2,1,2,1
"2031",1,1,1,1,1,1,5,1,1,1,0,100,0,0,100,9.3,9.4,5,3,7,7,5,2,3,3,3,3,0,0,23.0882109352885,1,"R_2azNVdeO478fKeR","18 to 24","UnivMontana",59803,"NHWhite",-1.82019891339079,-0.603124654178188,"2","Low",0,"NHWhite","1","1","18 to 24","1","0",2,2,2,1,2,5,2,2,3,2,3
"2032",4,1,5,4,5,5,4,5,5,6,55.49,76.34,0.42,76.34,65.21,80.7,8,0.5,0,3,2,5,4,3,3,3,1,0,0,21.9529710079828,1,"R_2wNxxDcvcVskg9E","18 to 24","UnivMontana",59801,"NHWhite",0.710246081475916,0.483273551329379,"3","High",1,"NHWhite","1","1","18 to 24","1","0",2,2,2,3,1,1,2,2,1,2,1
"2033",4,1,5,4,5,4,4,3,2,2,0,67.91,0,53.58,52.15,30.95,6,1,3,2,2,3,3,1,1,1,1,0,1,27.457132784088,0,"R_82O3RP0PWQGRas9","18 to 24","UnivMontana",59801,NA,-1.03498038052227,-0.629079098653766,"1","Med",0,NA,NA,NA,"18 to 24","1","0",1,1,1,2,1,1,2,3,2,1,3
"2034",4,1,5,5,5,5,4,5,5,6,41.97,26.34,79.44,82.68,70.42,62.54,4,1,0.5,5,6,6,4,4,4,3,2,0,1,25.8481252256622,0,"R_2EAaIc2VSwRXGKs","33 to 44","UnivMontana",59803,"NHWhite",0.710246081475916,-0.0231085629438209,"3","High",1,"NHWhite","1","1","Over 32","0","0",3,3,2,3,2,5,2,3,2,1,1
"2035",4,3,5,4,5,4,3,5,4,4,40.14,80.56,42.82,62.82,58.73,70.85,9,2,1,5,5,4,4,3,3,4,1,0,0,20.9205219045233,0,"R_3DvyDjeT1kLjQwf","18 to 24","UnivMontana",59801,"NHWhite",0.134829837470679,0.176646008160207,"1","Med",0,"NHWhite","1","1","18 to 24","1","0",2,2,3,3,2,2,2,2,3,2,3
"2036",4,4,5,4,4,3,3,5,5,5,37.1,78.71,27.74,37.42,52.58,66.77,8,1,0,2,4,3,4,3,3,3,3,0,1,20.6738936979767,0,"R_2sc1AaJQvNDXz6V","18 to 24","UnivMontana",59802,"NHWhite",0.519421522595107,-0.124666632903525,"3","High",1,"NHWhite","1","1","18 to 24","1","0",2,2,2,3,1,1,2,2,2,2,1
"2037",1,1,5,4,5,5,5,7,6,6,70.65,93.23,27.1,83.55,95.81,92.9,4.2,3.4,3.2,2,3,5,3,3,3,3,2,0,0,20.9823165284531,1,"R_1cZdHgPXNyLqqMY","18 to 24","UnivMontana",59801,"NHWhite",1.30464005546363,1.09105303537482,"3","High",1,"NHWhite","1","1","18 to 24","1","0",2,2,2,2,1,1,2,2,3,1,3
"2038",2,3,4,4,4,2,4,4,4,4,47.18,54.08,22.0653380370864,53.52,29.58,50.645166877016,6,2,1,4,2,5,4,3,3,3,3,0,0,21.8732579687382,1,"R_9BOpfPOaZorvWU1","18 to 24","UnivMontana",59801,NA,-0.0654835864013682,-0.401693629596063,"1","Med",0,NA,NA,NA,"18 to 24","1","0",2,2,2,3,1,1,2,2,3,1,3
"2039",1,1,5,5,5,5,3,5,5,6,9.27,0,18.28,81.1,49.55,70.25,12,0.5,0.1,6,6,7,5,4,4,4,3,0,1,24.8889174536162,1,"R_21FKdsc4qVINtO7","45 to 54","UnivMontana",59802,"NHWhite",0.710246081475916,-0.560701922008153,"1","Med",0,"NHWhite","1","1","Over 32","0","0",3,3,3,3,2,5,2,2,1,2,1
"2040",2,3,1,5,5,4,1,3,5,5,39.28,7.33,55.21,69.33,62.91,58.75,9.3,0.7,0.543928027880672,6,6,3,4,1,3,4,1,0,1,20.5977247891996,0,"R_0pKk7OFoxGGWu0F","18 to 24","UnivMontana",77035,"NHWhite",0.118794674851013,-0.362419523331869,"1","Med",0,"NHWhite","1","1","18 to 24","1","0",1,2,3,3,2,5,1,2,1,2,2
"2041",1,1,5,4,5,3,3,5,5,5,30.99,70.28,0.14,50.42,61.13,71.27,6,2.5,1,6,5,3,4,2,3,3,4,1,0,23.5994592580698,0,"R_ZBI5vyXMq47q1fH","18 to 24","UnivMontana",44035,"NHWhite",0.519421522595107,-0.0344548703221431,"3","High",1,"NHWhite","1","1","18 to 24","1","0",1,2,2,3,2,2,2,2,3,1,3
"2042",1,1,5,5,5,5,5,4,4,5,63.66,69.72,40,66.34,93.24,81.41,7,1,1,2,3,4,2,1,1,1,2,0,1,20.3711100291941,0,"R_2Qh4XBt8ZUnVGRI","25 to 32","UnivMontana",59801,"NHWhite",0.125340972479441,0.638217334984795,"3","High",1,"NHWhite","1","1","25 to 32","0","0",1,1,1,1,1,1,2,2,2,1,3
"2043",3,1,5,5,5,4,4,5,4,5,67.92,58.77,1.35,77.54,58.5852930464718,78.39,4.9,7.1,2,3,3,4,5,4,4,4,1,1,1,23.6705719486329,0,"R_2xXiqvQh6DEReNo","18 to 24","UnivMontana",NA,"NHWhite",0.325654396351488,0.39115262502042,"3","High",1,"NHWhite","1","1","18 to 24","1","0",3,3,3,3,1,1,2,2,3,1,3
"2044",1,1,5,5,5,5,5,2,3,5,19.01,18.87,40,29.3,29.58,40,7,2.5,3,5,2,5,1,2,3,1,4,0,1,22.4649268233448,1,"R_1dvixwMsyuOYkCL","25 to 32","UnivMontana",59802,"NHWhite",-0.469053001508273,-1.11953551786145,"2","Low",0,"NHWhite","1","1","25 to 32","0","0",1,2,1,1,2,1,2,2,3,1,3
"2045",1,1,5,5,5,5,4,5,5,5,71.69,71.55,35.49,89.58,65.92,70.99,8.1,2,1.3,5,5,5,5,4,4,4,2,1,1,22.150882360996,1,"R_uyWxZCdSyhcsFDr","25 to 32","UnivMontana",99801,"NHWhite",0.519421522595107,0.598094538171057,"3","High",1,"NHWhite","1","1","25 to 32","0","0",3,3,3,3,2,2,2,2,3,2,3
"2046",1,1,5,5,5,4,3,2,1,2,25.92,66.62,57.32,86.06,37.32,69.15,7,1,0.597943039946026,6,6,3,3,4,4,3,3,0,1,21.6328924965542,0,"R_1flveNCMCQRMXAd","18 to 24","UnivMontana",59801,"NHWhite",-1.42906093063794,-0.0283101330347118,"1","Med",0,"NHWhite","1","1","18 to 24","1","0",3,3,2,2,2,5,2,2,2,1,2
"2047",2,1,5,3,5,4,4,2,2,1,0,0,0,17.77,24.64,7.16,7,3.5,1.1,4,5,3,4,3,1,1,4,1,1,25.8270247152739,0,"R_1ezYrOyjsTz79AK","18 to 24","UnivMontana",59801,"NHWhite",-1.42611836327513,-1.76539475596069,"2","Low",0,"NHWhite","1","1","18 to 24","1","0",2,1,1,3,1,2,2,3,3,1,3
"2048",5,2,5,5,5,5,4,5,4,2,29.72,60.99,29.44,80.85,61.27,40,10,0,0.5,5,6,7,3,4,3,3,1,0,1,21.9268569523996,1,"R_3DkE7gr5AzCk80u","25 to 32","UnivMontana",59801,"NHAsian",-0.246819280290939,-0.120253256755023,"1","Med",0,"NHAsian","0","2","25 to 32","0","0",3,2,2,2,2,5,2,2,1,2,1
"2049",1,1,5,4,5,5,3,2,2,2,57.54,15.11,67.32,87.28,8.56,69.21,5,2,1.08343366126898,4,7,4,5,4,4,5,4,0,0,21.1092214265494,0,"R_1HpegHbqPBGNzsv","25 to 32","UnivMontana",59601,"NHWhite",-1.23529380439432,-0.369226694016977,"1","Med",0,"NHWhite","1","1","25 to 32","0","0",3,3,3,3,1,5,2,2,3,1,3
"2050",1,3,5,3,5,5,3,5,5,5,74.52,86.45,5.81,85.16,63.87,79.03,5.3,2,0.5,6,6,3,3,1,1,3,3,0,1,20.8008581697637,0,"R_3MtwME7A0kRZ88T","18 to 24","UnivMontana",59870,"NHWhite",0.519421522595107,0.737615624109486,"3","High",1,"NHWhite","1","1","18 to 24","1","0",1,1,2,2,2,5,2,2,3,1,1
"2051",2,3,5,5,5,5,2,5,3,5,40,35.48,0,60.97,17.1,48.06,6,2,1.03724223160787,5,6,3,4,1,3,3,4,0,1,35.5648872376896,0,"R_3fy1jbjmtgE8qi4","18 to 24","UnivMontana",59801,"NHWhite",0.131887270107869,-0.644864886091044,"1","Med",0,"NHWhite","1","1","18 to 24","1","0",1,2,2,3,2,5,1,4,3,1,3
"2052",3,2,5,4,5,5,2,2,3,5,18.59,34.51,0,28.73,62.54,29.01,12,0.2,0.2,5,5,5,3,2,4,4,1,1,1,18.6528511832534,1,"R_Ceu5767vNf0GA9z","25 to 32","UnivMontana",59803,"NHWhite",-0.469053001508273,-0.851121011470434,"1","Med",0,"NHWhite","1","1","25 to 32","0","0",1,3,3,2,2,2,1,2,1,2,1
"2053",1,1,5,5,5,5,5,6,5,6,71.13,76.62,0,70.56,28.87,70.7,10,0.5,0.2,2,2,6,5,5,5,5,2,0,1,19.5775508503568,0,"R_DBJACylVbcT2OeB","25 to 32","UnivMontana",59801,"NHWhite",0.910559505347963,0.207867197578875,"3","High",1,"NHWhite","1","1","25 to 32","0","0",3,3,3,3,1,1,2,2,1,2,1
"2054",1,3,5,4,5,5,3,2,2,3,34.37,70.42,17.75,69.44,61.69,69.58,6,2,0,6,6,2,4,3,3,3,2,0,0,22.9573553024657,0,"R_1LFILGsUCl4kyWa","18 to 24","UnivMontana",59801,"NHWhite",-1.04446924551351,0.12396206828767,"1","Med",0,"NHWhite","1","1","18 to 24","1","0",2,2,2,3,2,5,2,2,3,1,1
"2055",4,3,5,5,4,5,2,5,3,5,66.99,69.32,55.71,81.15,51.08,78.27,7,1.5,1,2,2,3,3,3,3,3,3,1,1,20.6344513044056,0,"R_30qRa1yJbJBnB2F","18 to 24","UnivMontana",59501,NA,0.131887270107869,0.428762230179394,"3","High",1,NA,NA,NA,"18 to 24","1","0",2,2,2,2,1,1,1,2,2,1,3
"2056",1,2,5,3,3,3,3,2,2,2,28.73,29.86,19.15,18.87,29.86,30,1.6,3,0.9,6,5.2875360723015,7,3,3,3,3,2,0,0,25.6781959875096,1,"R_10PiQGoxGL4uFBJ","18 to 24","UnivMontana",59833,"NHWhite",-1.23529380439432,-1.12128300179558,"2","Low",0,"NHWhite","1","1","18 to 24","1","0",2,2,2,2,2,5,2,3,3,1,2
"2057",1,1,5,5,5,5,2,5,5,5,27.42,69.03,15.16,77.74,64.19,78.39,9.1,0.8,0.7,6,5,3,5,1,3,4,4,0,1,24.9610298037164,0,"R_3LgVYerG1suo0Lu","18 to 24","UnivMontana",59801,"NHWhite",0.519421522595107,0.210370298257054,"3","High",1,"NHWhite","1","1","18 to 24","1","0",1,2,3,3,2,2,1,2,1,2,2
"2058",4,1,5,4,5,5,4,2,5,3,3.52,14.51,2.11,23.94,34.23,34.23,5,2,1,2,3,6,4,2,3,3,2,0,1,21.1437549183853,0,"R_1Kloj2YW1QLgzkv","33 to 44","UnivMontana",84117,"NHWhite",-0.463167866782653,-1.31289632006704,"2","Low",0,"NHWhite","1","1","Over 32","0","0",1,2,2,3,1,1,2,2,3,1,3
"2059",5,5,1,2,4,3,1,6,5,5,61.83,19.86,0,61.69,60.56,71.69,12,0,0,2,2,4,3,2,3,3,1,1,1,34.3295413153326,0,"R_XOghDUiO8bNTQQh","18 to 24","UnivMontana",59801,"NHWhite",0.719734946467154,-0.083912230162027,"3","High",1,"NHWhite","1","1","18 to 24","1","0",1,2,2,2,1,1,1,4,1,2,1
